LABELS,NEWS
POSITIVE,"پاکستان میں کورونا کیسز اور اموات  کی شرح کم ترین سطح پر آگئی، صرف3 اموات ریکارڈ"
NEUTRAL,"افسران کی تقرری اور تعیناتی، اسٹیبلشمنٹ ڈویژن کا سندھ حکومت کو خط"
NEUTRAL,"قومی ٹیم کے سابق ڈاکٹر کا وسیم اکرم سے متعلق بیان، نیا پنڈورہ بکس کھل گیا"
NEGATIVE,"لاہور: رواں سال کی سب سے بڑی ڈکیتی، اہل خانہ جمع پونجی سے محروم"
NEUTRAL,"سفید فام نوجوان کی رہائی، امریکا بھر میں مظاہرے پھوٹ پڑے"
NEGATIVE,"کرونا وائرس: مزید 313 کیسز رپورٹ، 4 جاں بحق"
NEUTRAL,پاکستان نے کراچی پورٹ سے تابکار مادے لوڈ ہونے کی بھارتی رپورٹ مسترد کر دی
NEUTRAL,پنجاب میں فصلوں کی باقیات جلانے پر 52 افراد کے خلاف مقدمات درج
POSITIVE,ایپل کی خودکار ڈرائیونگ والی الیکٹرک گاڑی کی تیاری جاری
NEUTRAL,بیٹرز کو غلط اشارہ کیوں کیا؟ آئی سی سی نے حسن علی کی سرزنش کردی
NEGATIVE,سٹیزن پورٹل: سرکاری افسران کی جعلسازی کا انکشاف
NEGATIVE,"کراچی سے دبئی جانے والی پرواز میں تکنیکی خرابی، مسافر سراپا احتجاج"
NEUTRAL,ٹی ٹوئنٹی سیریز میں برتری کا عزم لئے گرین شرٹس آج میدان میں اترے گی
NEUTRAL,پاکستان نے بھارت کو خطے میں فضائی آلودگی پھیلانے کا ذمہ دار قراردے دیا
NEUTRAL,وزیر اعظم کا سہولت کارڈز سے متعلق ٹھوس پالیسی مرتب کرنے کا فیصلہ
NEGATIVE,102 ادویات کی قیمتوں میں 311 فیصد تک اضافہ: سینیٹ میں جواب جمع
NEUTRAL,"بابا گورونانک کا جنم دن،  پاکستان نے کرتارپور راہداری پر سکھ یاتریوں کو بڑی سہولت دے دی"
NEUTRAL,ڈیجیٹل پورٹل کیسے کام کرے گا؟
NEUTRAL,ٹوائلٹ کا عالمی دن: وہ سہولت جس نے انسان کی عمر میں 20 سال اضافہ کیا
POSITIVE,معجزہ: ایک اور مریض ایچ آئی وی کو شکست دینے میں کامیاب
NEGATIVE,"پاکستان میں کورونا سے مزید 10 اموات ، ایک ہزار83 افراد کی حالت تشویشناک"
NEUTRAL,"آئندہ الیکشن میں ای وی ایم کا استعمال، الیکشن کمیشن تذبذب کا شکار"
NEUTRAL,وزیراعلیٰ بھارتی پنجاب کی کرتار پور آمد
NEGATIVE,"پاکستان میں کورونا سے مزید 10 اموات ،  460 کیسز رپورٹ"
POSITIVE,امریکا جانے کے خواہشمند پاکستانیوں کی مشکل آسان ہوگئی
NEUTRAL,بلاول بھٹو کا  ای وی ایم کے خلاف عدالت جانے کا اعلان
NEUTRAL,"کراچی: کشتی میں آتشزدگی، پاک نیوی میدان میں آگئی"
NEGATIVE,ڈینگی وائرس: پختونخواہ میں بھی صورتحال تشویشناک
NEUTRAL,"مشترکہ اجلاس، حکومتی حکمت عملی تیار، پارلیمنٹ کی سیکیورٹی سخت، شٹل سروس چلے گی"
NEUTRAL,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں 800 سے زائد پوائنٹس کا اضافہ
NEUTRAL,فلک شبیر کو دوران کانسرٹ بھی سارہ کی یاد ستانے لگی
POSITIVE,ایسی قانون سازی چاہتے ہیں جس سے عوام کا فائدہ ہو: وزیر خارجہ
NEUTRAL,پاکستان  کی  مقبوضہ کشمیر  4 کشمیریوں کے ماورائے عدالت قتل کی شدید مذمت
POSITIVE,کوہ سلیمان کے پہاڑی سلسلے کے پانی کو محفوظ کرنے کے لیے ڈیم کا منصوبہ تیار
POSITIVE,پاکستان میں کورونا کیسز کی یومیہ شرح کم ترین سطح پر آگئی
NEUTRAL,پاکستان سیمی فائنل کس لمحے ہارا؟ وقار یونس کی ماہرانہ رائے
POSITIVE,کوڑے کو آگ لگانے والوں کے خلاف بھی جرمانے ہو رہے ہیں: ترجمان پنجاب حکومت
POSITIVE,لاہور میں اینٹی اسموگ اسکواڈ قائم
NEUTRAL,جولائی سے اکتوبر تک ترسیلات زر 10.6 ارب ڈالرز تک پہنچ گئی: فرخ حبیب
NEGATIVE,اسلام آباد میں مزید ڈینگی کیسز رپورٹ
NEUTRAL,ورلڈ ٹی ٹوئنٹی فائنل: وسیم اکرم کی فیورٹ ٹیم کون سی؟
NEGATIVE,"ایکواڈور کا جیل ‘قبرستان’ بن گیا، ہر طرف لاشیں ہی لاشیں"
NEUTRAL,کبیر والا میں 45 سال پرانا چائے کا ہوٹل
NEUTRAL,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں 1500 سے زائد پوائنٹس کی کمی
NEUTRAL,15 لاکھ دینے کے باوجود گاڑی ڈیلیور نہیں ہوئی: شہری عدالت پہنچ گیا
POSITIVE,وزیر اعظم کی بلوچستان ترقیاتی پیکج پر تیزی سے کام کرنے کی ہدایت
NEGATIVE,"کراچی: پی ڈی ایم کا حکومت مخالف احتجاج، اہم سڑک بند کردی گئی"
NEGATIVE,اسلام آباد اور پنجاب میں ڈینگی کیسز کی حالت بدستور تشویشناک
POSITIVE,گوگل کروم میں نئے فیچر کا اضافہ
NEGATIVE,"کیا لاوارثوں کےلیے قبرستان کا مطالبہ ناجائز ہے؟، رمضان چھیپا پھٹ پڑے"
POSITIVE,کرونا وائرس: یومیہ کیسز کی تعداد کم ترین سطح پر پہنچ گئی
NEGATIVE,کراچی: آتشزدگی کے مختلف واقعات میں 5 افراد زخمی
NEUTRAL,فواد خان کا ڈیڑھ سال بعد ٹویٹ
NEUTRAL,سیمی فائنل میں شکست: شاہین آفریدی کا جذباتی پیغام وائرل
NEUTRAL,"اہم امور پر قانون سازی، حکومت کا اپوزیشن لیڈر سے رابطہ"
POSITIVE,"پاکستان میں کورونا کیسز میں مسلسل کمی ، یومیہ شرح ایک فیصد پر آگئی"
POSITIVE,پاکستان کا مقبوضہ کشمیر میں مزید ہزاروں بھارتی افواج کی تعیناتی پر اظہار تشویش
NEUTRAL,"وائلڈ لائف فوٹوگرافر کا خطرناک جانور سے آمنا سامنا، ویڈیو وائرل"
NEUTRAL,"ٹیکساس واقعہ: مرنے والوں میں پاکستانی بھی شامل، تعلق کس شہر سے تھا؟"
NEUTRAL,"دوسرا سیمی فائنل، شاہین آج کینگروز پر جھپٹنے کو تیار"
NEUTRAL,تگڑے ہوجاؤ جوانو! راولپنڈی ایکسپریس کا کھلاڑیوں کو پیغام
NEUTRAL,کووڈ سے تحفظ کے لیے ویکسینیشن کتنی موثر؟ نیا ڈیٹا منظر عام پر
POSITIVE,"پاکستان میں کورونا کیسز میں نمایاں کمی، گزشتہ 24 گھنٹے میں 8 اموات"
NEGATIVE,بھارت میں خوف ناک ٹریفک حادثہ (بچے ویڈیو نہ دیکھیں)
POSITIVE,"پاکستان سے برطانیہ سفر کرنے والوں کی بڑی مشکل آسان، برطانوی حکومت نے اہم اعلان کردیا"
POSITIVE,پنجاب کی 30 فیصد آبادی کو مکمل ویکسین لگ چکی ہے: یاسمین راشد
NEUTRAL,"پاکستان جانے میں تحفظات ہوسکتے ہیں، آسٹریلوی کپتان"
NEGATIVE,پنجاب میں ایک روز میں ڈینگی کے ساڑھے 4 سو سے زائد کیسز رپورٹ
NEUTRAL,ٹی ٹوئنٹی ورلڈکپ: کس ٹیم کی ‘جرسی’ بہترین؟
NEGATIVE,اسلام آباد: میٹرو اسٹیشن واقعے میں اہم پیش رفت
NEUTRAL,فیکٹ چیک: کیا نئے کرنسی نوٹ جاری ہورہے ہیں؟ اسٹیٹ بینک نے بتادیا
POSITIVE,اگلے ہفتے تک ڈینگی کیسز پر قابو پالیں گے: یاسمین راشد
NEUTRAL,آسٹریلیا کے دورہ پاکستان کا شیڈول جاری
NEUTRAL,پاکستان میں دنیا کے مقابلے میں بہت بہتر حالات ہیں: فواد چوہدری
NEUTRAL,تیز ترین 50 کا ریکارڈ: یہ تو شروع ہوتے ہی ختم ہوگیا
NEUTRAL,پاکستان میں کورونا مثبت کیسز کی شرح ایک  فیصد پر آگئی
NEUTRAL,"مہنگائی کرونا کے باعث لاک ڈاؤن کی وجہ سےہوئی ،وزیراعظم"
POSITIVE,"کراچی پولیس کی بڑی کارروائی، کالعدم تنظیم کے 4 دہشت گرد گرفتار"
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران 20 مریض جاں بحق
POSITIVE,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں 1100 سے زائد پوائنٹس کا اضافہ
NEGATIVE,اسلام آباد میں ڈینگی کیسز میں اضافہ جاری
POSITIVE,متعدد افراد کی ٹارگٹ کلنگ میں ملوث لیاری گینگ وار کا ملزم گرفتار
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران 11 مریض جاں بحق
NEGATIVE,"کراچی: ڈیری فارمرز کی من مانی، دودھ کی قیمت میں ہوشربا اضافہ"
NEUTRAL,بابر علی کا ایک دن میں عروج سے زوال کا سفر
NEGATIVE,خان پور: آوارہ کتوں نے گھر کے باہر کھیلتی بچی کو نوچ ڈالا
NEUTRAL,کسی حکومت نے غریبوں کے لیے اتنا کام نہیں کیا جتنا ہم نے کیا: وزیر اعظم
NEGATIVE,ناظم جوکھیو کا قتل: ’بلاول صاحب یہ کیا ہورہا ہے؟‘
NEGATIVE,"پاکستان میں کورونا مثبت کیسز کی شرح 1.16 فیصد پر آگئی ، مزید 11 اموات ریکارڈ"
POSITIVE,ناظم جوکھیو قتل کیس: پی پی رکن سندھ اسمبلی نے گرفتاری دے دی
NEGATIVE,حکومت نے پیٹرولیم مصنوعات کی قیمتوں میں پھر اضافہ کردیا
NEGATIVE,"چینی کی قیمتوں کی نئی اڑان، صارفین پریشان"
POSITIVE,نوشین شاہ نے ہاتھ جوڑ کر معافی مانگ لی
NEGATIVE,پاکستانی کھلاڑی نمیبین ٹیم کا حوصلہ بڑھانے ان کے ڈریسنگ روم پہنچ گئے
POSITIVE,اوور سیز پاکستانیوں کے مسائل کے حل کے لیے وزیر اعظم کی اہم ہدایت
POSITIVE,کرونا وبا کے خلاف ایک اور بڑی کامیابی مل گئی
POSITIVE,اقرا عزیز کا شوہر کے لیے محبت بھرا پیغام
NEGATIVE,پاکستان کی کابل میں دہشت گرد حملوں کی شدید مذمت
POSITIVE,"ویزا  فیس، پاکستان نے افغان شہریوں کو بڑی سہولت فراہم کردی"
NEUTRAL,سارہ اور فلک کی بیٹی کے عقیقے کی تصاویر سوشل میڈیا پر وائرل
NEUTRAL,ملک بھر کی ماڈل کورٹس میں کیسز کی تعداد صفر ہوگئی
POSITIVE,"کالعدم جماعت سے معاہدہ، قومی اسمبلی کا اجلاس طلب کرنے کا فیصلہ"
POSITIVE,اسلام آباد میں ریسکیو 1122 سروسز شروع کرنے کا اعلان
NEGATIVE,لاہور میں 8 ماہ کا بچہ ڈینگی وائرس سے جاں بحق
POSITIVE,"پاکستان میں کورونا کیسزمیں کمی، ایک دن میں صرف  457کیسز رپورٹ"
NEUTRAL,شاہین نے آفریدی کا جرسی نمبر کیوں لیا؟ جانئے دلچسپ کہانی
POSITIVE,کویت: غیر ملکیوں کے ورک پرمٹ سے  متعلق اچھی خبر
NEUTRAL,ریٹائرمنٹ کا فیصلہ: اصغر افغان نے وجہ بیان کردی
POSITIVE,جھنگ میں دوران تقریب دولہا اور باراتیوں کو کرونا ویکسین لگا دی گئی
NEUTRAL,وزیر خارجہ شاہ محمود قریشی سے آسٹریلین ہم منصب کا ٹیلی فونک رابطہ
NEUTRAL,پاکستان کی جانب سے امدادی سامان کی ایک اور کھیپ افغان حکام کے حوالے
NEGATIVE,پاکستان میں کورونا  کے  مثبت کیسز کی شرح 1.18 فیصد پر آگئی
POSITIVE,حکومت پاکستان اور کالعدم جماعت کے درمیان معاہدہ طے پا گیا: مفتی منیب الرحمٰن
POSITIVE,ایف بی آر کو 4 ماہ میں 18 سو ارب سے زائد ٹیکس وصول
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران 11 مریض جاں بحق
NEUTRAL,پاکستان نے نریندر مودی کو فضائی حدود استعمال کرنے کی اجازت دے دی
NEUTRAL,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں 600 سے زائد پوائنٹس کا اضافہ
POSITIVE,لاہور آنے اور جانے والی ٹرینوں کے روٹ میں تبدیلی
NEUTRAL,غنا علی نے شوہر کے پہلے سے شادی شدہ ہونے کا اعتراف کرلیا
NEGATIVE,مندر سے مورتیوں کے ہار چوری: وزیر اعلیٰ سندھ کا نوٹس
NEUTRAL,دوسری پاکستان افریقہ تجارتی کانفرنس نائیجیریا میں ہوگی: مشیر تجارت
POSITIVE,ڈینگی سے بچاؤ کے لیے کوشش ہے تمام اسکولوں میں اسپرے کیا جائے: ڈاکٹر یاسمین راشد
POSITIVE,ڈالر کی قدر میں مزید کمی
NEUTRAL,عبدالقدوس بزنجوبلا مقابلہ وزیراعلیٰ بلوچستان منتخب
NEUTRAL,پاکستان  کی بھارت میں مسلمانوں کے گھروں کی توڑ پھوڑ کے واقعات کی مذمت
POSITIVE,"پاکستان میں کورونا کیسز میں کمی کا سلسلہ برقرار،  659 کیسز رپورٹ اور 17 اموات"
POSITIVE,"طلبا کے لئے  ’نائٹ اسکول‘، خلیجی ملک نے اعلان کردیا"
NEGATIVE,"کالعدم جماعت کا دھرنا، متعدد ٹرینیں معطل، مسافر رُل گئے"
