LABELS,NEWS,SNO
NEGATIVE,پاکستان میں کورونا  کے  مثبت کیسز کی شرح 1.18 فیصد پر آگئی,9957
POSITIVE,حکومت پاکستان اور کالعدم جماعت کے درمیان معاہدہ طے پا گیا: مفتی منیب الرحمٰن,9958
POSITIVE,ایف بی آر کو 4 ماہ میں 18 سو ارب سے زائد ٹیکس وصول,9959
NEGATIVE,کرونا وائرس: 24 گھنٹوں کے دوران 11 مریض جاں بحق,9960
NEUTRAL,پاکستان نے نریندر مودی کو فضائی حدود استعمال کرنے کی اجازت دے دی,9961
NEUTRAL,پاکستان اسٹاک مارکیٹ: 100 انڈیکس میں 600 سے زائد پوائنٹس کا اضافہ,9962
POSITIVE,لاہور آنے اور جانے والی ٹرینوں کے روٹ میں تبدیلی,9963
NEUTRAL,غنا علی نے شوہر کے پہلے سے شادی شدہ ہونے کا اعتراف کرلیا,9964
NEGATIVE,مندر سے مورتیوں کے ہار چوری: وزیر اعلیٰ سندھ کا نوٹس,9965
NEUTRAL,دوسری پاکستان افریقہ تجارتی کانفرنس نائیجیریا میں ہوگی: مشیر تجارت,9966
POSITIVE,ڈینگی سے بچاؤ کے لیے کوشش ہے تمام اسکولوں میں اسپرے کیا جائے: ڈاکٹر یاسمین راشد,9967
POSITIVE,ڈالر کی قدر میں مزید کمی,9968
NEUTRAL,عبدالقدوس بزنجوبلا مقابلہ وزیراعلیٰ بلوچستان منتخب,9969
NEUTRAL,پاکستان  کی بھارت میں مسلمانوں کے گھروں کی توڑ پھوڑ کے واقعات کی مذمت,9970
POSITIVE,"پاکستان میں کورونا کیسز میں کمی کا سلسلہ برقرار،  659 کیسز رپورٹ اور 17 اموات",9971
POSITIVE,"طلبا کے لئے  ’نائٹ اسکول‘، خلیجی ملک نے اعلان کردیا",9972
NEGATIVE,"کالعدم جماعت کا دھرنا، متعدد ٹرینیں معطل، مسافر رُل گئے",9973
POSITIVE,"پاکستان میں کورونا کیسز میں کمی کا سلسلہ جاری ، ایک دن میں 706 کیسز رپورٹ",9974
NEUTRAL,پاکستان اسٹاک مارکیٹ میں تیزی کا رجحان,9975
NEGATIVE,"شعیب اختر سے بدسلوکی، انکوائری کمیٹی تشکیل",9976
NEGATIVE,کراچی: اسٹاک ایکس چینج میں اچانک ‘ ٹریڈنگ’ معطل کردی گئی,9977
NEGATIVE,عالمی سطح پر ہر چیز کی قیمت دگنی نہیں بلکہ تگنی ہوگئی ہے: حماد اظہر,9978
NEGATIVE,ایک ماہ میں 3 بار قیمت میں اضافے کے بعد بجلی مزید مہنگی کرنے کی تجویز,9979
POSITIVE,سعودی عرب کی جانب سے معاشی مدد: ڈالر کی قیمت میں کمی,9980
NEGATIVE,کشمیریوں کے جائز اور ناقابل تنسیخ حق خودارادیت ملنے تک ان کے ساتھ ہیں: وزیر اعظم,9981
NEGATIVE,"سرکاری ٹی وی اینکر کا خراب رویہ، شعیب اختر لائیو شو کے دوران مستعفی",9982
POSITIVE,عثمان مختار کا اہلیہ کے لیے محبت بھرا پیغام,9983
NEGATIVE,"لکی مروت: پولیس موبائل پر فائرنگ، 4 اہلکار شہید",9984
NEUTRAL,وزیر خارجہ 2 روزہ دورے پر تہران پہنچ گئے,9985
NEUTRAL,تعلیمی اداروں پر خودکش حملوں کی دھمکی دینے والے دہشت گرد گرفتار,9986
POSITIVE,وزیر اعظم عمران خان کی چینی صدر کو دورہ پاکستان کی دعوت,9987
POSITIVE,پنجاب کے سرکاری نرسنگ اداروں میں پہلی بار میل نرسنگ کا آغاز,9988
NEGATIVE,"پاکستان میں کورونا کیسز کی شرح 1.35 پر آگئی ، 6 اموات ریکارڈ",9989
POSITIVE,بھارتی فورسز کا جبری قبضہ: پاکستان 27 اکتوبر کو  یومِ سیاہ کشمیر منائے گا,9990
NEGATIVE,"پاکستان میں کورونا سے صرف 9 اموات ،698 کیسز رپورٹ",9991
POSITIVE,سی ای او اے آر وائی نیٹ ورک سلمان اقبال کی قومی کرکٹ ٹیم کو منفرد انداز میں مبارک باد,9992
NEUTRAL,حسن علی نے ‘دل دل پاکستان’ گنگنا کر سماں باندھ دیا,9993
NEUTRAL,ہائی وولٹیج ٹاکرا: پاکستان اور بھارت کی ٹیمیں میدان میں‌ پہنچ گئیں,9994
NEUTRAL,اقوام متحدہ کے 76 ویں دن پر مسلح افواج کی جانب سے نیک خواہشات کا اظہار,9995
NEGATIVE,ملک بھر میں کرونا وائرس کے 500 سے زائد نئے کیسز,9996
POSITIVE,حکومت پاکستان کے کالعدم تحریک لبیک کے ساتھ مذاکرات کامیاب,9997
NEUTRAL,"جنوبی افریقی کھلاڑی کا ناقابل یقین کیچ، ویڈیو وائرل",9998
POSITIVE,کراچی: پولیو ورکرکو ہراساں کرنے والا ملزم گرفتار,9999
POSITIVE,"افغانستان میں فوجی آپریشن کیلیے فضائی حدود کے استعمال پر امریکا سے معاہدہ ، پاکستان کا ردعمل آگیا",10000
POSITIVE,کامیاب جوان پروگرام میں میرٹ اور شفافیت نے بہت متاثر کیا: امریکی قونصل جنرل,10001
NEUTRAL,ٹی 20 ورلڈ کپ 2021: بھارت کے خلاف میچ کے لیے پاکستان کی 12 رکنی ٹیم کا اعلان,10002
NEUTRAL,"افغانستان میں فوجی آپریشن کیلئے  فضائی حدود کا استعمال ، امریکا اور پاکستان معاہدے کے قریب، امریکی نشریاتی ادارے کا دعویٰ",10003
POSITIVE,"بڑی کامیابی ، پاکستان نے10 کروڑ افراد کی ویکسینیشن کا سنگ میل عبور کرلیا",10004
NEGATIVE,پنجاب میں ڈینگی وائرس کا پھیلاؤ جاری,10005
NEGATIVE,"پاکستان میں کورونا کی شرح 1.4 فیصد پر برقرار ، 15 اموات ریکارڈ",10006
POSITIVE,انٹیلی جنس کا میجر بن کے جعل سازی کرنے والا ملزم گرفتار,10007
NEUTRAL,ستمبر 2021: آٹو فنانسنگ سیکٹر میں ریکارڈ اضافہ,10008
NEUTRAL,"جھلستے ہاتھ، لڑکھڑاتی سانسیں: کنری کی مرچ منڈی کے محنت کشوں کا احوال",10009
POSITIVE,وزیر اعظم سے گورنر پنجاب کی ملاقات,10010
NEUTRAL,محکمہ صحت سندھ کا ڈینگی سے متعلق ڈیٹا مشکوک ہوگیا,10011
POSITIVE,پاکستان کا افغانستان کو انسانی بنیادوں پر 5 ارب روپے کی امداد فراہم کرنے کااعلان,10012
POSITIVE,"پاکستان میں کورونا صورتحال میں  بہتری، ایک دن میں صرف 567 کیسز رپورٹ",10013
NEUTRAL,پاکستان کو دنیا کاچوتھا مہنگا ترین ملک کس بنیاد پر قرار دیا گیا؟ سوال اٹھ گئے,10014
POSITIVE,"پاکستان میں کورونا کیسز میں مسلسل کمی ، ایک دن صرف 622 کیسز رپورٹ",10015
NEUTRAL,"نئی کرونا ویکسین کی افادیت ‘ایسٹرازینیکا’ جتنی مؤثر، نام جانئے",10016
NEUTRAL,بلدیاتی نظام سے متعلق سندھ حکومت کا بڑا فیصلہ,10017
POSITIVE,جشن عید میلاد النبی ﷺ آج انتہائی عقیدت واحترام سے منایا جائےگا,10018
NEGATIVE,"پنجاب میں اتائیوں کے خلاف کارروائیاں، 24 ہزار سے زائد علاج گاہیں سیل",10019
NEGATIVE,ڈالر 172 روپے کا ہوگیا,10020
NEGATIVE,"بلین ٹری ہنی منصوبہ، سعودی عرب کی پاکستان کو بڑی پیشکش",10021
NEGATIVE,اسلام آباد میں ڈینگی کیسز میں بے تحاشہ اضافہ,10022
NEUTRAL,"پاکستان میں کورونا کیسز اور اموات میں نمایاں کمی، مثبت کیسز کی شرح  1.66 فیصد پر آگئی",10023
NEUTRAL,ٹی 20 ورلڈکپ: عمان کی فتح کے ہیرو کون ہیں؟,10024
NEGATIVE,"ہیکنگ کا خدشہ، گوگل کا بڑا اعلان",10025
NEUTRAL,شہزاد رائے نے بچوں کو کنچے کھیلنے کا مشورہ کیوں دیا؟,10026
NEGATIVE,ملک میں کووڈ 19 سے مزید 17 مریض جاں بحق,10027
POSITIVE,مظفر گڑھ میں گھر میں آگ لگنے سے 7 افراد جاں بحق,10028
POSITIVE,عوام کی ماہانہ آمدنی میں اضافہ ہوا ہے: وزیر خزانہ,10029
POSITIVE,ملک میں کرونا وائرس سے صحت یاب مریضوں کی تعداد 12 لاکھ سے تجاوز کر گئی,10030
NEGATIVE,پنجاب میں ڈینگی کے ریکارڈ کیسز,10031
NEGATIVE,ایک ماہ میں تیسری بار بجلی کی قیمت میں اضافہ,10032
POSITIVE,درست طریقے سے ہاتھ دھونا کووڈ 19 سمیت متعدد بیماریوں سے بچانے میں معاون,10033
POSITIVE,آبادی کے لحاظ سے پیدوار بڑھانے کے لیے کسانوں کی مدد کی جائے گی: وزیر اعظم,10034
NEGATIVE,"بھارتی وزیرداخلہ کا شر انگیز بیان، پاکستان نے بھارت کو خبردار کردیا",10035
NEGATIVE,سندھ میں ڈینگی کیسز میں اضافہ جاری,10036
POSITIVE,"پاکستان میں کورونا مثبت کیسز میں مسلسل کمی، شرح 2.11 فیصد پر آگئی",10037
NEGATIVE,پنجاب میں ڈینگی کے 4 ہزار سے زائد کیسز,10038
NEUTRAL,نیوزی لینڈ کرکٹ ٹیم کے یکطرفہ فیصلے سے کرکٹ شائقین کی دل آزاری ہوئی: وزیر خارجہ,10039
POSITIVE,اٹک اور لورالائی میں تیل اور گیس کی دریافت کے لیے لائسنس جاری,10040
NEUTRAL,"وزیر اعظم کو ملنے والے تحائف، حکومت نے جواب دینے کے لیے مہلت مانگ لی",10041
NEUTRAL,گرین لائن منصوبے کی مزید 40 بسیں کراچی پہنچیں گی,10042
NEGATIVE,عالمی فوجی اخراجات اور تجارت غیر معمولی سطح پر پہنچ گئی ہے: خلیل ہاشمی,10043
NEGATIVE,لاہور: بیٹی سے مبینہ زیادتی کرنے والا باپ گرفتار,10044
POSITIVE,سائنسدان موٹاپے کی ممکنہ وجہ جاننے میں کامیاب,10045
NEUTRAL,‘قرنطینہ فری سفر’ جنوب مشرقی ایشیائی ملک کا اہم اعلان,10046
NEUTRAL,"موسمیاتی خطرات ، پاکستان بین الاقوامی معاہدے ‘میتھین پلیج’ میں  شامل ہونے کو تیار",10047
NEUTRAL,‘پاکستان کیلئے جی ایس پی پلس اسٹیٹس میں توسیع کا معاملہ ایک چیلنج’,10048
POSITIVE,ریلوے اسٹیشن پر شراب فروخت کرنے والا معذور مسافر گرفتار,10049
NEGATIVE,24 گھنٹے میں کووڈ 19 سے سینکڑوں مریض جاں بحق,10050
NEGATIVE,اقدام قتل کے ملزمان کی 12 سال کی سزا 3 سال میں تبدیل,10051
POSITIVE,"سیکیورٹی فورسز کا شمالی وزیرستان میں آپریشن، دہشت گرد ہلاک",10052
POSITIVE,وزیراعظم ہاؤس کا جعلی افسر بن کر لوگوں کو لوٹنے والا ملزم گرفتار,10053
NEUTRAL,ورلڈ ملٹری شوٹنگ چیمپئن شپ اختتام پذیر,10054
POSITIVE,"نیشنل ٹی 20، سندھ نے بلوچستان کو شکست دے دی",10055
NEUTRAL,پاکستان کی مقبوضہ کشمیر میں 1400 کشمیریوں کی گرفتاری کی شدید مذمت,10056
NEGATIVE,کرونا وائرس: ملک بھر میں یومیہ کیسز کی تعداد ایک بار پھر 1 ہزار سے تجاوز کر گئی,10057
NEUTRAL,"یورپی یونین میں جی ایس پی پلس اسٹیٹس سے متعلق نظرثانی ، پاکستان نے بڑا فیصلہ کرلیا",10058
NEUTRAL,انتیس دن تک سمندر میں بھٹکنے والے شہریوں کے ساتھ کیا ہوا؟ جانئے,10059
NEUTRAL,وزیر اعظم عمران خان کا ڈاکٹر عبد القدیر کے انتقال پر اظہار افسوس,10060
NEGATIVE,ملک بھر میں کرونا وائرس کے مثبت کیسز کی شرح 1 فیصد ہوگئی,10061
NEUTRAL,آزاد کشمیر قانون ساز اسمبلی کی 2 نشستوں پر ضمنی الیکشن,10062
NEGATIVE,محسن پاکستان ڈاکٹر عبد القدیر خان انتقال کر گئے,10063
POSITIVE,جدید اینیمیشن ٹریننگ کے لیے ادارہ قائم کرنے کا منصوبہ,10064
NEUTRAL,ڈاک کا عالمی دن: کیا آپ ڈاک کی تاریخ جانتے ہیں؟,10065
NEGATIVE,ملک بھر میں کووڈ 19 سے مجموعی اموات 28 ہزار سے تجاوز کر گئیں,10066
NEUTRAL,"عوام کیلئے پریشان کن خبر ، آئی ایم ایف  کا پاکستان سے بڑا مطالبہ",10067
NEGATIVE,اسلام آباد میں ڈینگی کیسز میں تشویش ناک اضافہ,10068
POSITIVE,ملک بھر میں کرونا وائرس کیسز کی یومیہ تعداد میں مزید کمی,10069
NEUTRAL,امریکا میں بچوں کو کووڈ 19 ویکسین لگانے کی اجازت دینے پر غور,10070
NEUTRAL,مردم شماری کے لیے تمام اسٹیک ہولڈرز کو اعتماد میں لیا جائے گا: وزیر اعظم,10071
NEGATIVE,راولپنڈی میں ڈینگی وائرس کے درجنوں کیسز رپورٹ,10072
NEUTRAL,امریکی نائب وزیر خارجہ 2 روزہ دورے پر پاکستان آئیں گی,10073
NEGATIVE,کرونا وائرس: ملک بھر میں مثبت کیسز کی شرح 2 فیصد ہوگئی,10074
NEUTRAL,باقر خانی کے پیچھے چھپی دلچسپ کہانی,10075
POSITIVE,پاکستان میں مقیم افغان پناہ گزین ڈاکٹر کے لیے عالمی اعزاز,10076
NEGATIVE,"کسٹم انٹیلی جنس کی کارروائی، کروڑوں روپے مالیت کے زیورات برآمد",10077
NEUTRAL,سول ایوی ایشن اتھارٹی میں بڑے پیمانے پر تبادلے,10078
NEGATIVE,کرونا وائرس: ملک بھر میں مثبت کیسز کی شرح 2 فیصد ہوگئی,10079
NEGATIVE,"رشتہ نہ دینے پر ایک ہی گھر کے 4 افراد قتل، مجرم کی رحم کی اپیل مسترد",10080
